time,magnitude
59857.3493782,18.099342830602247
59857.4493782,18.105036590169657
59857.5493782,18.11855394674209
59857.649378199996,18.116341061343206
59857.749378199995,18.114130535674626
59857.84937819999,18.12814131396444
59857.94937819999,18.13487731754074
59858.04937819999,18.130543333660672
59858.14937819999,18.13526559488429
59858.24937819999,18.13098539543679
59858.349378199986,18.1266887964889
59858.449378199984,18.128726284041235
59858.54937819998,18.11148465900915
59858.64937819998,18.095945040233925
59858.74937819998,18.09081984264062
59858.84937819998,18.081669985858905
59858.94937819998,18.08439902946274
59859.049378199976,18.07619301620109
59859.149378199974,18.0634847948608
59859.24937819997,18.076530471179574
59859.34937819997,18.07443453608591
59859.44937819997,18.07496409217414
59859.54937819997,18.06214579290135
59859.64937819997,18.05721453999725
59859.749378199966,18.05814944726052
59859.849378199964,18.04779649828966
59859.94937819996,18.051109047023463
59860.04937819996,18.045685662214204
59860.14937819996,18.043030988339268
59860.24937819996,18.037606129801482
59860.34937819996,18.05413580340669
59860.449378199955,18.0539609447552
59860.549378199954,18.044446529659798
59860.64937819995,18.051759148482503
59860.74937819995,18.040787831769215
59860.84937819995,18.04261517672325
59860.94937819995,18.025044739104853
59861.04937819995,18.013140037197473
59861.149378199945,18.014887677582408
59861.249378199944,18.021477835792673
59861.34937819994,18.022989122460576
59861.44937819994,18.021931743654523
59861.54937819994,18.019216658584444
59861.64937819994,18.005973139219257
59861.74937819994,17.999528683747027
59861.849378199935,17.995409076643575
59861.94937819993,18.004868856200225
59862.04937819993,18.007937402758966
59862.14937819993,17.99216035481858
59862.24937819993,17.99506688960783
59862.34937819993,17.9916275420945
59862.449378199926,17.98558134011988
59862.549378199925,17.991066757828296
59862.64937819992,18.000297231138116
59862.74937819992,18.00862655651663
59862.84937819992,18.001111740240862
59862.94937819992,17.998344948933106
59863.04937819992,18.00130951418862
59863.149378199916,18.010033745551784
59863.249378199915,18.005737847130973
59863.34937819991,18.004071524913954
59863.44937819991,17.994172092558106
59863.54937819991,17.983478723159354
59863.64937819991,17.9907626963255
59863.74937819991,18.002902513219794
59863.849378199906,18.002255532598895
59863.949378199904,18.011229148175563
59864.0493781999,18.014452489967827
59864.1493781999,18.0086679109779
59864.2493781999,18.011891663629626
59864.3493781999,18.025636389223827
59864.4493781999,18.02529031499937
59864.549378199896,18.039259622984062
59864.649378199894,18.01578865081415
59864.74937819989,18.023124181645894
59864.84937819989,18.02387963011153
59864.94937819989,18.021181347435796
59865.04937819989,18.021980899424356
59865.14937819989,18.004181561713093
59865.249378199886,18.0022125750556
59865.349378199884,18.00540447442259
59865.44937819988,18.0186177561391
59865.54937819988,18.013963588628187
59865.64937819988,18.00671823841787
59865.74937819988,18.002223668748673
59865.84937819988,18.010409050527546
59865.949378199875,18.013339080792495
59866.049378199874,18.008587422402172
59866.14937819987,18.013169638464028
59866.1896572,18.013715399258725
59866.24937819987,18.020402556446143
59866.3260852,18.014887289198477
59866.34937819987,18.013469383299604
59866.3539772,18.012716651739687
59866.3557842,18.010956792462434
59866.44937819987,18.01350887985245
59866.54937819987,18.015830320310616
59866.649378199865,18.015860226136915
59866.749378199864,18.013746154803428
59866.84937819986,18.00107294787842
59866.94937819986,17.997309508786103
59867.04937819986,17.99424686745386
59867.14937819986,17.98707683454336
59867.24937819986,17.985647174448495
59867.349378199855,17.989275468002823
59867.44937819985,18.006156752107856
59867.54937819985,18.00771206678315
59867.64937819985,18.01000795544149
59867.74937819985,18.009332082972854
59867.84937819985,17.992160739406394
59867.949378199846,17.9919314313556
59868.049378199845,17.992478215299144
59868.14937819984,18.014517644319067
59868.24937819984,18.012782597900895
59868.34937819984,18.015466936726533
59868.44937819984,18.015140998283087
59868.54937819984,18.004672883141808
59868.649378199836,18.014889928257098
59868.749378199835,18.021600531831222
59868.84937819983,18.028654136123155
59868.94937819983,18.020491673319434
59869.04937819983,18.033018155396068
59869.14937819983,18.020446600157886
59869.24937819983,18.025675162976928
59869.349378199826,18.04524151853775
59869.449378199824,18.03633665079011
59869.54937819982,18.031235193263797
59869.64937819982,18.03209526697607
59869.74937819982,18.02755994855867
59869.84937819982,18.013662833241927
59869.94937819982,18.014262416298305
59870.049378199816,18.004746620615553
59870.149378199814,18.008977813469006
59870.2187202,18.002123661064225
59870.2435682,18.00903354681751
59870.2449302,18.008215833390334
59870.24937819981,18.007607940079474
59870.2628022,18.010272873192132
59870.34937819981,18.000020348185796
59870.44937819981,18.002054791341315
59870.54937819981,18.013744176769986
59870.64937819981,17.999352665452708
59870.749378199806,18.00100472822174
59870.849378199804,18.00332818586998
59870.9493781998,18.010317694034264
59871.0493781998,17.99924375284237
59871.1493781998,17.987433986096885
59871.2493781998,17.992114939394742
59871.3493781998,17.994779136125967
59871.449378199795,17.99702483315469
59871.549378199794,18.00012653530997
59871.64937819979,17.994044082759416
59871.74937819979,17.996127378896144
59871.84937819979,17.998752571407884
59871.94937819979,17.99236446551443
59872.04937819979,18.009060095598194
59872.149378199785,18.013289125987328
59872.249378199784,18.00262049445515
59872.34937819978,18.008490267959736
59872.44937819978,17.999763959807677
59872.54937819978,18.006804094559833
59872.64937819978,18.017160084357513
59872.74937819978,18.009802518466177
59872.849378199775,18.018409413999173
59872.94937819977,18.02208302943512
59873.04937819977,18.029413676002964
59873.14937819977,18.046349694520597
59873.24937819977,18.04410852679322
59873.34937819977,18.037322797064093
59873.449378199766,18.02932941534023
59873.549378199765,18.02200325690927
59873.64937819976,18.021291634998644
59873.74937819976,18.024321699389002
59873.84937819976,18.026772175433788
59873.94937819976,18.03414395515704
59874.04937819976,18.034226103658185
59874.149378199756,18.047192681570916
59874.249378199755,18.044778326209915
59874.34937819975,18.06906348055059
59874.44937819975,18.074590555953282
59874.54937819975,18.06684931514268
59874.64937819975,18.057204112138617
59874.74937819975,18.061462272497437
59874.849378199746,18.059402098311246
59874.949378199744,18.065728910775896
59875.04937819974,18.0698959478573
59875.14937819974,18.06917465031174
59875.24937819974,18.061531522395438
59875.34937819974,18.047920785392726
59875.44937819974,18.043879113464214
59875.549378199736,18.051495098030053
59875.649378199734,18.053358515593732
59875.74937819973,18.04216293071264
59875.84937819973,18.04366974507243
59875.94937819973,18.047072458743262
59876.04937819973,18.039119925045558
59876.14937819973,18.040455764267467
